global_iso_id,nu,sw,n_air,gamma_self,elower,nu-err,sw-err,n_air-err,gamma_self-err,nu-ref,sw-ref,n_air-ref,gamma_self-ref
1,1584.16884,1.226e-24,0.66,0.458,2042.7533,5,5,5,6,15,15,778,778
1,1584.219851,1.022e-28,0.48,0.31,4197.3604,4,4,3,5,762,26,778,778
1,1584.312469,7.967e-30,0.56,0.457,5138.188,4,4,3,7,762,26,778,778
1,1584.482383,2.656e-29,0.62,0.363,4292.9106,4,4,5,6,762,26,778,778
1,1584.632545,2.572e-28,0.61,0.352,2905.4314,4,4,3,2,762,26,819,817
1,1584.811507,4.298e-28,0.36,0.221,3624.1792,4,4,3,2,762,26,101,817
1,1585.010698,9.476e-29,0.24,0.25,4350.5869,3,4,3,2,762,26,819,817
1,1585.01071,2.843e-28,0.24,0.25,4350.5869,3,4,3,2,762,26,819,817
1,1585.026342,4.375e-30,0.57,0.333,4224.5874,4,4,3,2,762,26,819,817
1,1585.369846,3.084e-28,0.58,0.328,4197.3384,4,4,4,5,762,26,778,778
1,1585.780062,9.301e-30,0.41,0.195,4612.7891,4,4,3,2,762,26,101,817
1,1585.794539,3.293e-29,0.38,0.221,3080.1777,4,4,3,2,762,26,101,817
1,1585.936643,8.417e-28,0.61,0.352,2905.4331,5,4,3,2,762,26,819,817
1,1586.030319,1.478e-28,0.68,0.483,3887.1143,4,4,6,6,762,26,778,778
1,1586.145548,2.163e-29,0.24,0.25,4442.7114,4,4,3,2,762,26,819,817
1,1586.28333,3.219e-25,0.72,0.447,2282.5896,5,5,5,6,15,15,778,778
1,1586.38861,2.501e-26,0.69,0.464,3375.2976,4,5,8,7,15,15,819,778
1,1586.815903,8.718e-29,0.68,0.483,3789.9692,4,4,6,6,762,26,778,778
1,1586.911208,4.678e-28,0.48,0.281,3650.5083,4,4,3,2,762,26,819,817
1,1586.99405,3.756e-23,0.74,0.454,1634.967,5,5,3,7,15,767,778,778
1,1587.057044,5.3e-29,0.64,0.444,4891.7422,4,4,4,6,762,26,778,778
1,1587.165524,3.966e-29,0.36,0.445,5002.5698,3,4,3,7,762,26,778,778
1,1587.441959,5.257e-29,0.73,0.454,4066.1221,4,4,5,6,762,26,778,778
1,1587.487629,9.479e-29,0.68,0.41,3951.3145,4,4,6,6,762,26,778,778
1,1588.103242,1.835e-28,0.51,0.298,3162.2583,4,4,3,2,762,26,819,817
1,1588.186312,1.363e-28,0.57,0.333,3101.1421,4,4,3,2,762,26,819,817
1,1588.48775,2.63e-24,0.72,0.413,1907.4502,5,5,6,6,15,15,778,778
1,1588.488637,8.674e-27,0.36,0.238,2918.2437,4,5,4,2,762,15,101,95
1,1589.367922,4.703e-29,0.24,0.25,4442.7114,4,4,3,2,762,26,819,817
1,1589.37587,1.67e-26,0.51,0.395,2904.428,5,5,8,6,15,15,819,778
1,1589.605468,1.228e-29,0.69,0.236,4407.1577,4,4,4,6,762,26,778,778
1,1589.70827,1.674e-21,0.75,0.393,416.2087,5,5,5,6,15,767,778,778
1,1589.796854,3.478e-29,0.61,0.266,4407.0464,4,4,8,5,762,26,819,778
1,1589.87421,7.302e-25,0.71,0.329,2129.6184,5,5,5,5,15,15,778,778
1,1590.058911,3.072e-29,0.69,0.434,3962.918,4,4,6,8,762,26,778,817
1,1590.12591,3.341e-29,0.73,0.454,3966.5591,4,4,5,6,762,26,778,778
1,1590.14638,5.018e-22,0.72,0.447,661.5489,5,5,5,6,15,767,778,778
1,1590.377478,1.779e-29,0.66,0.458,4095.8027,4,4,5,6,762,26,778,778
1,1590.38138,8.023e-23,0.69,0.441,1664.9646,5,5,8,7,15,767,819,778
1,1590.40417,3.153e-23,0.56,0.416,1080.3853,5,5,8,7,15,767,819,778
1,1590.417235,5.518e-30,0.36,0.235,4525.2378,3,4,3,2,762,26,101,817
1,1590.469076,1.951e-28,0.72,0.447,3873.7932,4,4,5,6,762,26,778,778
1,1591.185551,6.811e-30,0.67,0.391,4165.4736,4,4,3,2,762,26,819,817
1,1591.617311,4.659e-30,0.69,0.407,3875.0171,4,4,8,7,762,26,819,778
1,1591.67185,1.674e-21,0.71,0.411,315.7795,5,5,5,6,15,767,778,778
1,1591.747517,9.464e-30,0.59,0.344,4600.4971,4,4,3,6,762,26,778,778
1,1591.75165,6.697e-26,0.7,0.491,3299.991,5,5,4,6,15,15,778,778
1,1592.26586,6.287e-23,0.73,0.376,1131.7755,5,5,4,6,15,767,778,778
1,1592.32091,2.757e-23,0.71,0.467,1742.3055,5,5,8,7,15,767,819,778
1,1592.358459,2.102e-29,0.45,0.352,4578.9795,4,4,5,8,762,26,778,817
1,1592.473427,6.379e-30,0.48,0.21,4578.8818,4,4,4,5,762,26,778,778
1,1592.59891,2.993e-24,0.69,0.427,2005.9167,5,5,6,6,15,15,778,778
1,1592.607152,2.229e-28,0.69,0.434,3864.7629,4,4,6,8,762,26,778,817
1,1592.62236,3.328e-24,0.68,0.41,1908.0164,5,5,6,6,15,15,778,778
1,1593.13178,2.219e-24,0.75,0.368,2129.5991,5,5,6,6,15,15,778,778
1,1594.221808,1.069e-29,0.61,0.43,5409.6973,4,4,8,7,762,26,819,778
1,1594.49672,7.084e-21,0.67,0.479,224.8384,5,5,8,7,15,767,778,778
1,1594.694217,3.207e-27,0.54,0.202,3101.1421,4,5,4,5,762,15,778,778
1,1594.712775,9.722e-27,0.55,0.239,3101.1233,4,5,5,6,762,15,778,778
1,1594.749575,4.385e-30,0.69,0.486,5315.5005,4,4,4,5,762,26,778,778
1,1594.797695,1.563e-29,0.24,0.25,4437.3979,3,4,3,2,762,26,819,817
1,1594.93347,1.006e-29,0.69,0.434,3962.918,4,4,3,2,762,26,819,817
1,1595.13442,3.312e-26,0.53,0.454,3438.5747,4,5,3,7,15,15,778,778
1,1595.346,8.391e-26,0.24,0.364,2248.0632,5,5,4,2,15,15,819,95
1,1595.569732,1.01e-29,0.69,0.434,3877.5747,4,4,8,7,762,26,819,778
1,1595.86999,9.641e-28,0.71,0.433,3779.4932,4,4,8,7,762,26,819,778
1,1595.94556,5.769e-26,0.39,0.335,2142.5967,5,5,4,2,15,15,819,95
1,1596.13681,3.01e-24,0.48,0.336,1718.7185,5,5,4,2,15,15,819,95
1,1596.22439,3.824e-24,0.51,0.34,1724.7047,5,5,4,2,15,15,819,95
1,1596.24262,1.856e-21,0.6,0.438,446.5107,5,5,5,6,15,767,778,778
1,1596.27562,1.056e-21,0.76,0.459,326.6255,5,5,5,5,15,767,778,778
1,1596.291256,4.781e-28,0.48,0.281,3650.5083,4,4,3,2,762,26,819,817
1,1596.64496,1.138e-25,0.66,0.477,3334.6265,4,5,4,6,15,15,778,778
1,1596.703521,7.827e-28,0.51,0.298,3253.7373,4,4,3,2,762,26,819,817
1,1596.85576,3.05e-26,0.73,0.376,2771.6899,5,5,4,6,15,15,778,778
1,1596.85918,1.698e-26,0.36,0.267,2586.5288,5,5,4,2,15,15,819,95
1,1597.12769,3.622e-29,0.36,0.235,4184.8301,4,4,3,2,762,26,101,817
1,1597.220976,3.377e-28,0.56,0.315,3321.0132,4,4,3,2,762,26,819,817
1,1597.2747,9.279e-25,0.62,0.363,2271.7119,4,5,5,6,15,15,778,778
1,1597.45116,8.472e-26,0.91,0.402,2670.7896,5,5,4,6,15,15,778,778
1,1597.723635,1.448e-29,0.74,0.4,4244.3047,4,4,4,6,762,26,778,778
1,1597.855002,1.406e-27,0.73,0.386,4015.5146,4,4,5,6,762,26,778,778
1,1598.163576,6.038e-28,0.36,0.25,2927.0742,3,4,3,2,762,26,819,817
1,1598.26304,3.437e-24,0.48,0.343,1538.1488,5,5,4,7,15,15,819,69
1,1598.57657,6.092e-26,0.82,0.474,3565.4546,5,5,4,6,15,15,778,778
1,1598.80122,7.1e-26,0.53,0.477,3221.9612,4,5,3,5,15,15,778,778
1,1599.104278,4.569e-30,0.69,0.412,4030.8389,4,4,3,2,762,26,819,817
1,1599.221233,4.907e-27,0.71,0.433,3680.4497,4,4,8,7,762,26,819,778
1,1599.367306,5.765e-28,0.62,0.363,3864.9656,4,4,5,6,762,26,778,778
1,1599.758512,4.537e-30,0.36,0.221,5339.6699,3,4,3,2,762,26,101,817
1,1600.024308,4.212e-29,0.69,0.458,4759.0234,4,4,4,6,762,26,778,778
1,1600.462859,1.861e-29,0.39,0.265,4125.5981,4,4,3,2,762,26,819,817
1,1600.780324,7.12e-30,0.71,0.401,3827.3914,4,4,8,7,762,26,819,778
1,1600.84959,1.109e-25,0.39,0.314,2437.5012,5,5,4,2,15,15,819,95
1,1600.86953,2.739e-26,0.75,0.452,3255.3459,5,5,4,7,15,15,778,778
1,1600.974595,4.755e-30,0.67,0.436,5258.3994,3,4,4,5,762,26,778,778
1,1601.20785,2.824e-21,0.78,0.443,142.2785,5,5,6,6,15,767,778,778
1,1601.34703,5.592e-23,0.71,0.47,1594.7463,5,5,8,6,15,767,819,778
1,1601.446054,1.23e-28,0.36,0.421,4996.2837,4,4,3,5,762,26,778,778
1,1601.45856,1.841e-22,0.56,0.359,1122.7083,5,5,4,5,15,767,778,778
1,1601.591485,1.196e-28,0.56,0.315,3139.4756,4,4,3,2,762,26,819,817
1,1601.71572,2.493e-25,0.24,0.296,2275.3718,5,5,4,2,15,15,819,95
1,1601.719874,7.362e-28,0.62,0.364,4188.394,4,4,4,5,762,26,778,778
1,1601.8818,3.28e-25,0.39,0.314,1985.7842,5,5,4,2,15,15,819,95
1,1601.991673,4.843e-27,0.57,0.333,2630.1924,4,4,3,2,762,26,819,817
1,1602.164842,2.763e-27,0.79,0.426,3719.491,4,5,5,6,762,15,778,778
1,1602.2945,1.142e-23,0.51,0.301,1718.7185,5,5,8,6,15,767,819,778
1,1602.367875,1.388e-29,0.36,0.235,4967.0391,3,4,3,2,762,26,101,817
1,1602.367877,4.626e-30,0.36,0.235,4967.0391,3,4,3,2,762,26,101,817
1,1602.721271,1.71e-29,0.82,0.367,4153.938,4,4,5,6,762,26,778,778
1,1602.72986,1.784e-22,0.73,0.517,1731.8967,5,5,4,6,15,767,778,778
1,1602.88379,1.419e-21,0.62,0.363,648.9787,5,5,5,6,15,767,778,778
1,1602.958705,3.042e-27,0.69,0.441,3825.2129,4,4,8,7,762,26,819,778
1,1603.020919,2.058e-27,0.38,0.221,3244.5994,4,4,3,2,762,26,101,817
1,1603.085724,1.885e-29,0.65,0.443,4030.3059,4,4,6,6,762,26,778,778
1,1603.31978,4.469e-21,0.68,0.483,136.1639,5,5,6,6,15,767,778,778
1,1603.441999,2.736e-29,0.41,0.195,3812.0449,3,4,3,2,762,26,101,817
1,1603.58919,1.138e-25,0.77,0.454,2181.0898,5,5,4,7,15,15,778,778
1,1603.9395,8.795e-26,0.56,0.359,2764.6973,5,5,4,5,15,15,778,778
1,1604.028093,1.585e-29,0.67,0.391,4049.5359,4,4,3,2,762,26,819,817
1,1604.034293,7.528e-29,0.51,0.298,3565.0042,4,4,3,2,762,26,819,817
1,1604.513004,6.881e-30,0.52,0.371,5117.9878,3,4,5,8,762,26,778,817
1,1604.60308,3.284e-25,0.39,0.282,2433.7991,5,5,4,2,15,15,819,95
1,1604.94468,4.04e-30,0.69,0.434,4030.0698,4,4,3,2,762,26,819,817
1,1605.434291,1.94e-27,0.36,0.235,3266.5127,3,4,3,2,762,26,101,817
1,1605.67647,6.293e-24,0.62,0.42,2130.4941,5,5,3,6,15,15,819,778
1,1605.911531,1.239e-28,0.48,0.281,3833.1438,4,4,3,2,762,26,819,817
1,1606.068796,1.746e-27,0.69,0.441,3725.9421,4,4,8,7,762,26,819,778
1,1606.319596,1.741e-28,0.65,0.443,3935.344,4,4,6,6,762,26,778,778
1,1606.331436,9.275e-28,0.57,0.333,2919.6323,4,4,3,2,762,26,819,817
1,1606.354353,7.952e-30,0.51,0.298,3564.7051,4,4,3,2,762,26,819,817
1,1606.379892,7.313e-30,0.74,0.4,4150.2871,4,4,4,6,762,26,778,778
1,1606.71631,1.029e-21,0.66,0.458,447.2523,5,5,5,6,15,767,778,778
1,1607.04951,1.787e-21,0.73,0.454,315.7795,5,5,5,6,15,767,778,778
1,1607.211688,4.108e-29,0.69,0.412,4027.8027,4,4,3,2,762,26,819,817
1,1607.25345,4.275e-21,0.68,0.41,300.3623,5,5,6,6,15,767,778,778
1,1607.302365,2.17e-27,0.51,0.298,3387.3999,4,4,3,2,762,26,819,817
1,1607.641244,4.397e-27,0.36,0.248,3264.3362,4,5,4,2,762,15,101,95
1,1607.822046,2.214e-28,0.58,0.292,4368.6367,4,4,4,5,762,26,778,778
1,1607.97422,4.559e-26,0.73,0.485,3482.0647,4,5,4,6,15,15,778,778
1,1607.983297,5.45e-30,0.24,0.25,5119.373,3,4,3,2,762,26,819,817
1,1608.296611,8.243e-29,0.61,0.439,5121.6001,4,4,8,7,762,26,819,778
1,1608.573599,9.44e-27,0.62,0.451,3713.0823,4,5,8,7,762,15,819,778
1,1608.744826,5.178e-30,0.61,0.352,2724.167,4,4,3,2,762,26,819,817
1,1608.85564,3.958e-27,0.65,0.422,3383.2651,4,5,5,6,762,15,778,778
1,1608.85806,9.763e-25,0.57,0.392,2462.8752,5,5,4,2,15,15,819,95
1,1608.893031,7.309e-30,0.71,0.434,3864.7629,4,4,3,2,762,26,819,817
1,1609.035988,1.588e-27,0.74,0.454,3791.7007,4,4,3,7,762,26,778,778
1,1609.364705,1.451e-29,0.71,0.434,3791.3721,4,4,3,2,762,26,819,817
1,1609.37195,5.002e-25,0.75,0.311,2406.1431,5,5,5,5,15,15,778,778
1,1609.40627,6.835e-30,0.57,0.333,4387.3569,4,4,3,2,762,26,819,817
1,1609.424684,1.538e-29,0.69,0.434,4030.3059,4,4,3,2,762,26,819,817
1,1609.44044,1.156e-20,0.69,0.465,212.1564,5,5,6,8,15,767,778,36
1,1609.518047,1.746e-29,0.38,0.208,4207.5605,3,4,3,2,762,26,101,817
1,1609.859269,1.619e-29,0.89,0.439,4820.7622,4,4,4,7,762,26,778,778
1,1609.91186,1.666e-25,0.74,0.325,2406.1411,5,5,5,5,15,15,778,778
1,1609.957487,1.239e-28,0.57,0.333,3895.2527,4,4,3,2,762,26,819,817
1,1610.447241,1.106e-29,0.73,0.376,4386.3159,4,4,4,6,762,26,778,778
1,1610.712721,8.772e-28,0.74,0.454,3693.2937,4,4,3,7,762,26,778,778
1,1610.7649,5.204e-29,0.38,0.208,4206.3301,4,4,3,2,762,26,101,817
1,1611.03635,1.888e-23,0.51,0.395,1293.6337,5,5,8,6,15,767,819,778
1,1611.05221,3.792e-26,0.75,0.467,3478.9863,4,5,4,7,15,15,778,778
1,1611.173297,7.448e-29,0.58,0.412,4368.5459,4,4,4,5,762,26,778,778
1,1611.309111,7.695e-28,0.62,0.371,2733.9626,5,4,3,2,762,26,819,817
1,1611.57814,9.763e-25,0.75,0.428,2282.5896,5,5,5,6,15,15,778,778
1,1611.596384,2.616e-28,0.62,0.371,2733.9626,5,4,3,2,762,26,819,817
1,1612.18108,2.072e-22,0.69,0.486,1677.0614,5,5,4,5,15,767,778,778
1,1612.38997,2.66e-29,0.71,0.434,3926.8623,4,4,3,2,762,26,819,817
1,1612.88783,2.207e-25,0.69,0.416,3289.2417,5,5,8,7,15,15,819,778
1,1612.986644,3.94e-29,0.51,0.251,4578.9795,4,4,4,5,762,26,778,778
1,1613.065661,7.94e-27,0.51,0.301,3383.2651,4,4,8,6,762,26,819,778
1,1613.10355,2.84e-24,0.63,0.341,2251.8623,5,5,6,6,15,15,778,778
1,1613.362856,1.369e-29,0.95,0.257,4578.8818,4,4,4,6,762,26,778,778
1,1613.476594,1.895e-29,0.39,0.265,4803.8188,3,4,3,2,762,26,819,817
1,1613.484992,6.315e-30,0.39,0.265,4803.8184,3,4,3,2,762,26,819,817
1,1613.7289,9.973e-30,0.48,0.281,3659.9033,4,4,3,2,762,26,819,817
1,1613.833632,2.208e-27,0.71,0.47,3755.9285,4,4,8,6,762,26,819,778
1,1614.451899,3.399e-29,0.61,0.371,2733.9626,4,4,3,2,762,26,819,817
1,1614.57981,1.904e-25,0.8,0.44,3381.7041,5,5,3,7,15,15,778,778
1,1614.842999,5.648e-30,0.56,0.333,3101.1233,4,4,3,2,762,26,819,817
1,1614.871495,4.792e-30,0.71,0.434,3796.5396,4,4,3,2,762,26,819,817
1,1615.005803,6.306e-30,0.61,0.352,4426.0659,4,4,3,2,762,26,819,817
1,1615.10794,5.43e-29,0.56,0.359,4381.7354,4,4,4,5,762,26,778,778
1,1615.347994,5.85e-27,0.65,0.322,3141.0457,4,5,5,6,762,15,778,778
1,1615.48209,7.122e-28,0.73,0.517,3890.8293,4,4,4,6,762,26,778,778
1,1615.792318,5.362e-29,0.39,0.265,4125.5981,3,4,3,2,762,26,819,817
1,1616.093703,3.608e-29,0.56,0.333,4387.3569,4,4,3,2,762,26,819,817
1,1616.26834,7.705e-25,0.82,0.367,2130.4941,5,5,5,6,15,15,778,778
1,1616.320661,1.42e-27,0.48,0.281,3136.4116,4,4,3,2,762,26,819,817
1,1616.393933,1.275e-28,0.36,0.25,4174.0371,4,4,3,2,762,26,819,817
1,1616.71149,2.504e-19,0.71,0.433,23.7944,5,5,8,7,15,767,819,778
1,1616.988938,2.223e-29,0.41,0.172,3675.1116,3,4,3,2,762,26,101,817
1,1616.99097,2.792e-29,0.48,0.395,5117.9878,3,4,3,6,762,26,778,778
1,1617.105237,1.244e-27,0.71,0.47,3657.0532,3,4,8,6,762,26,819,778
1,1617.134674,6.885e-29,0.56,0.333,4386.3159,4,4,3,2,762,26,819,817
1,1617.317854,3.473e-28,0.48,0.281,3535.8699,4,4,3,2,762,26,819,817
1,1617.38202,5.688e-26,0.69,0.458,3237.9172,5,5,4,6,15,15,778,778
1,1617.766218,1.371e-29,0.69,0.434,3935.2107,4,4,3,2,762,26,819,817
1,1618.141276,1.607e-28,0.39,0.265,4123.2842,4,4,3,2,762,26,819,817
1,1618.157437,6.028e-30,0.57,0.352,2905.4314,4,4,3,2,762,26,819,817
1,1618.174874,3.754e-27,0.73,0.517,3791.3721,4,4,4,6,762,26,778,778
1,1618.553235,1.294e-29,0.62,0.371,4408.0288,4,4,3,2,762,26,819,817
1,1618.923314,6.64e-29,0.41,0.172,3675.1101,4,4,3,2,762,26,101,817
1,1619.01055,7.1e-26,0.24,0.309,2433.7991,5,5,4,2,15,15,819,95
1,1619.0791,1.852e-29,0.48,0.281,4510.9014,3,4,3,2,762,26,819,817
1,1619.085932,5.555e-29,0.48,0.281,4510.8979,4,4,3,2,762,26,819,817
1,1619.36016,2.284e-22,0.67,0.436,1618.557,5,5,4,5,15,767,778,778
1,1619.399098,1.697e-29,0.61,0.371,5276.4644,4,4,3,2,762,26,819,817
1,1619.423057,1.538e-29,0.62,0.371,4407.1577,4,4,3,2,762,26,819,817
1,1619.456938,4.619e-28,0.82,0.367,3722.731,4,4,5,6,762,26,778,778
1,1619.535715,3.344e-29,0.62,0.371,4407.0464,4,4,3,2,762,26,819,817
1,1619.557981,1.434e-29,0.41,0.208,3211.0547,3,4,3,2,762,26,101,817
1,1619.944669,1.398e-29,0.71,0.329,4134.7983,4,4,5,5,762,26,778,778
1,1620.33589,1.359e-22,0.66,0.477,1772.4135,5,5,4,6,15,767,778,778
1,1620.36825,2.554e-25,0.74,0.4,2126.4077,5,5,4,6,15,15,778,778
1,1620.46947,4.048e-23,0.53,0.454,1875.4694,5,5,3,7,15,767,778,778
1,1620.573777,1.408e-28,0.71,0.467,3885.7378,4,4,8,7,762,26,819,778
1,1620.754124,2.15e-27,0.61,0.413,2569.5078,4,5,4,2,762,15,819,95
1,1620.78713,1.179e-21,0.82,0.367,508.812,5,5,5,6,15,767,778,778
1,1620.855697,6.927e-28,0.71,0.467,3788.6914,4,4,8,7,762,26,819,778
1,1620.974065,1.68e-29,0.48,0.281,3441.0388,4,4,3,2,762,26,819,817
1,1621.12383,3.426e-23,0.74,0.464,1817.4512,5,5,8,7,15,767,778,778
1,1621.28666,3.026e-26,0.45,0.274,2905.4331,4,5,5,8,15,15,778,95
1,1621.288776,1e-26,0.48,0.21,2905.4314,4,5,4,5,762,15,778,778
1,1621.293685,4.251e-27,0.56,0.315,2904.6702,4,4,3,2,762,26,819,817
1,1621.50923,4.829e-23,0.66,0.381,1282.9188,5,5,4,6,15,767,778,778
1,1621.62013,2.693e-22,0.61,0.395,931.237,5,5,8,5,15,767,819,778
1,1621.660798,3.651e-29,0.71,0.329,4224.8511,4,4,5,5,762,26,778,778
1,1621.855954,3.582e-29,0.39,0.265,3959.2522,4,4,3,2,762,26,819,817
1,1622.09841,9.843e-25,0.77,0.381,2251.6953,5,5,5,6,15,15,778,778
1,1622.10646,1.166e-23,1.01,0.436,2004.8154,5,5,4,7,15,767,778,778
1,1622.365315,8.959e-28,0.57,0.333,2764.6973,4,4,3,2,762,26,819,817
1,1622.55523,2.888e-26,0.36,0.319,2551.4822,5,5,4,2,15,15,101,95
1,1622.59773,8.598e-21,0.65,0.443,285.4186,5,5,6,6,15,767,778,778
1,1622.640777,5.404e-29,0.72,0.413,3935.2107,4,4,6,6,762,26,778,778
1,1622.704122,1.534e-28,0.74,0.4,3719.491,4,4,4,6,762,26,778,778
1,1622.83943,6.598e-28,0.66,0.477,3926.8623,4,4,4,6,762,26,778,778
1,1622.893841,4.874e-30,0.39,0.281,5144.4082,4,4,3,2,762,26,819,817
1,1622.956322,1.196e-28,0.72,0.413,4030.0698,4,4,6,6,762,26,778,778
1,1623.169006,3.9e-29,0.56,0.46,4902.1299,4,4,4,7,762,26,778,778
1,1623.199516,1.12e-28,0.69,0.427,4126.4634,4,4,6,6,762,26,778,778
1,1623.55914,8.927e-20,0.7,0.441,70.0908,5,5,8,7,15,767,778,778
1,1623.56067,3.283e-23,0.75,0.452,1693.6499,5,5,4,7,15,767,778,778
1,1623.633658,6.266e-30,0.36,0.221,4728.2197,4,4,3,2,762,26,101,817
1,1623.82644,2.427e-23,0.56,0.298,1477.2972,5,5,4,6,15,767,819,69
1,1623.938529,1.16e-29,0.57,0.333,3101.1233,4,4,3,2,762,26,819,817
1,1623.94392,7.014e-29,0.69,0.427,4031.8535,4,4,6,6,762,26,778,778
1,1624.27066,1.488e-27,0.75,0.452,3849.3853,4,4,4,7,762,26,778,778
1,1624.321969,4.415e-30,0.57,0.352,4812.1929,4,4,3,2,762,26,819,817
1,1624.662334,1.305e-28,0.51,0.298,4240.9414,4,4,3,2,762,26,819,817
1,1624.662522,4.351e-29,0.51,0.298,4240.9414,3,4,3,2,762,26,819,817
1,1624.71141,9.49e-23,0.77,0.454,586.4792,5,5,4,7,15,767,778,778
1,1624.78737,1.649e-23,0.82,0.448,1813.7876,5,5,4,7,15,767,778,778
1,1625.037315,1.304e-29,0.62,0.391,4165.4736,4,4,3,2,762,26,819,817
1,1625.13579,8.913e-23,0.59,0.334,927.7439,5,5,4,6,15,767,778,778
1,1625.174169,2.115e-28,0.69,0.412,3927.8027,4,4,3,2,762,26,819,817
1,1625.19958,1.376e-25,0.61,0.395,2572.1394,5,5,8,5,15,15,819,778
1,1625.22333,1.727e-27,0.53,0.454,4027.8027,4,4,3,7,762,26,778,778
1,1625.65052,3.867e-22,0.74,0.4,503.9681,5,5,4,6,15,767,778,778
1,1625.712505,1.544e-27,0.67,0.391,2251.8623,5,4,3,2,762,26,819,817
1,1625.87389,1.085e-26,0.61,0.43,3879.3359,4,5,8,7,15,15,819,778
1,1625.883056,1.033e-28,0.74,0.378,4611.7944,4,4,4,5,762,26,778,778
1,1626.011304,6.9e-29,0.75,0.368,4135.0176,4,4,6,6,762,26,778,778
1,1626.05912,7.818e-23,0.82,0.474,2000.8629,5,5,4,6,15,767,778,778
1,1626.16141,8.068e-24,0.56,0.291,1474.9803,5,5,4,7,15,15,819,69
1,1626.451853,1.236e-29,0.75,0.368,4224.8169,4,4,6,6,762,26,778,778
1,1626.66509,9.803e-25,0.48,0.311,2144.0459,5,5,4,7,15,15,819,69
1,1626.6896,5.567e-27,0.36,0.301,2880.8325,4,5,4,2,762,15,101,95
1,1626.87089,2.102e-26,0.89,0.439,3299.991,5,5,4,7,15,15,778,778
1,1627.08243,4.47e-30,0.38,0.208,4847.6201,4,4,3,2,762,26,101,817
1,1627.204945,3.434e-27,0.66,0.477,3827.3914,4,4,4,6,762,26,778,778
1,1627.27064,6.576e-26,0.64,0.444,3375.2976,4,5,4,6,15,15,778,778
1,1627.417771,8.745e-30,0.48,0.298,4864.3726,3,4,3,2,762,26,819,817
1,1627.82743,4.448e-20,0.74,0.454,37.1371,5,5,3,7,15,767,778,778
1,1627.85304,4.478e-26,0.59,0.334,2569.5078,5,5,4,6,15,15,778,778
1,1627.948885,7.313e-30,0.62,0.391,4257.7866,4,4,3,2,762,26,819,817
1,1628.12681,3.252e-25,0.48,0.278,2142.5967,5,5,4,2,15,15,819,95
1,1628.192228,1.676e-29,0.57,0.352,5258.8677,3,4,3,2,762,26,819,817
1,1628.202356,2.019e-29,0.51,0.298,3224.5461,4,4,3,2,762,26,819,817
1,1628.425303,6.602e-30,0.48,0.281,4510.8979,4,4,3,2,762,26,819,817
1,1629.189883,3.585e-28,0.61,0.352,2724.0413,4,4,3,2,762,26,819,817
1,1629.333898,1.092e-29,0.57,0.334,4564.0303,4,4,5,6,762,26,778,778
1,1629.383326,2.166e-29,0.71,0.456,3825.2129,4,4,3,2,762,26,819,817
1,1629.473665,8.263e-28,0.75,0.452,3750.4646,3,4,4,7,762,26,778,778
1,1629.562695,2.771e-27,0.6,0.416,3139.4756,4,5,4,6,762,15,778,778
1,1629.594256,7.526e-30,0.67,0.412,4125.1489,4,4,3,2,762,26,819,817
1,1629.60487,1.791e-26,0.24,0.252,2927.9399,5,5,4,2,15,15,819,95
1,1629.82161,8.149e-26,0.57,0.432,2337.6665,5,5,4,2,15,15,819,95
1,1630.048728,7.929e-28,0.53,0.454,3927.8027,4,4,3,7,762,26,778,778
1,1630.126767,2.076e-28,0.56,0.315,3994.2598,4,4,3,2,762,26,819,817
1,1630.127499,6.922e-29,0.56,0.315,3994.2598,4,4,3,2,762,26,819,817
1,1630.248329,6.88e-28,0.36,0.235,3264.3362,4,4,3,2,762,26,101,817
1,1630.479973,5.971e-27,0.24,0.242,2927.0742,3,5,4,2,762,15,819,95
1,1630.607381,3.949e-29,0.69,0.339,4564.3667,3,4,4,5,762,26,778,778
1,1630.960708,1.838e-28,0.41,0.208,2660.9441,3,4,3,2,762,26,101,817
1,1631.762011,2.871e-28,0.57,0.381,4186.5688,4,4,3,2,762,26,819,95
1,1631.917958,1.004e-27,0.67,0.436,3779.4932,4,4,4,5,762,26,778,778
1,1632.240895,2.58e-28,0.36,0.221,3824.9963,3,4,3,2,762,26,101,817
1,1632.743527,8.574e-29,0.36,0.221,3824.4971,3,4,3,2,762,26,101,817
1,1632.807085,3.14e-29,0.36,0.235,4396.0503,4,4,3,2,762,26,101,817
1,1633.042822,1.771e-29,0.75,0.428,4408.0288,4,4,5,6,762,26,778,778
1,1633.057493,9.832e-28,0.69,0.486,3833.5769,4,4,4,5,762,26,778,778
1,1633.317269,1.692e-29,0.57,0.352,4484.9922,4,4,3,2,762,26,819,817
1,1633.424765,5.07e-29,0.57,0.337,5256.8452,4,4,8,6,762,26,819,778
1,1633.5044,3.513e-28,0.82,0.474,4149.8989,4,4,4,6,762,26,778,778
1,1633.641026,2.606e-27,0.57,0.374,2919.6323,4,5,4,2,762,15,819,95
1,1633.655836,1.194e-27,0.69,0.464,3974.6296,4,4,8,7,762,26,819,778
1,1633.68974,1.997e-25,0.48,0.31,2552.8796,5,5,3,5,15,15,778,778
1,1633.759,6.213e-27,0.56,0.287,3141.0457,4,5,4,2,762,15,819,95
1,1634.44899,7.181e-25,0.65,0.402,2399.1653,5,5,5,5,15,15,778,778
