global_iso_id,nu,sw,n_air,gamma_self,elower,nu-err,sw-err,n_air-err,gamma_self-err,nu-ref,sw-ref,n_air-ref,gamma_self-ref
1,3434.905073,7.475e-27,0.62,0.352,2905.4331,4,4,4,5,762,26,778,817
1,3435.168409,2.904e-28,0.56,0.315,4068.7034,4,4,8,6,762,26,819,817
1,3435.257419,4.285e-29,0.51,0.298,3770.7241,3,4,3,2,762,26,819,817
1,3435.270593,1.286e-28,0.51,0.298,3770.7107,3,4,3,2,762,26,819,817
1,3435.442446,9.4e-27,0.39,0.281,2144.0459,4,5,4,2,762,15,819,817
1,3435.489427,7.132e-29,0.71,0.434,3962.918,4,4,3,2,762,26,819,817
1,3435.50657,1.033e-26,0.36,0.221,3269.5386,4,5,4,2,15,15,101,817
1,3435.55791,2.057e-26,0.39,0.265,3587.6655,4,5,4,2,15,15,819,817
1,3435.56543,3.592e-28,0.71,0.434,3500.5105,4,4,8,7,762,26,819,817
1,3435.57656,3.788e-26,0.41,0.208,2660.9441,4,5,4,2,15,15,101,817
1,3435.57683,1.263e-26,0.41,0.208,2660.9448,4,5,4,2,15,15,101,817
1,3435.625697,4.04e-29,0.62,0.371,4491.3696,4,4,3,2,762,26,819,817
1,3435.671466,1.006e-29,0.56,0.315,4992.1206,4,4,3,2,762,26,819,817
1,3435.69366,1e-23,0.56,0.268,1631.3831,5,5,4,5,15,15,819,89
1,3435.752487,3.914e-29,0.62,0.371,4613.5732,4,4,3,2,762,26,819,817
1,3435.752977,2.089e-27,0.36,0.221,3624.1792,3,4,3,2,762,26,101,817
1,3435.755392,1.075e-28,0.48,0.281,4905.6528,4,4,3,2,762,26,819,817
1,3435.77122,1.88e-26,0.36,0.235,3084.8347,4,5,4,2,15,15,101,817
1,3435.87108,5.688e-26,0.39,0.265,3592.4231,4,5,4,2,15,15,819,817
1,3435.943439,2.787e-29,0.62,0.371,4759.8535,4,4,3,2,762,26,819,817
1,3435.965273,1.286e-29,0.62,0.371,4613.5264,4,4,3,2,762,26,819,817
1,3435.98013,4.922e-23,0.48,0.347,1899.0074,5,5,8,7,15,15,819,78
1,3436.216429,5.864e-28,0.51,0.315,1810.583,4,4,3,2,762,26,819,817
1,3436.27035,1.226e-25,0.24,0.25,2426.1953,4,5,4,2,15,15,819,817
1,3436.29043,3.09e-23,0.36,0.19,2327.9126,4,5,4,4,15,15,101,78
1,3436.30153,1.033e-23,0.36,0.19,2327.8826,4,5,4,4,15,15,101,78
1,3436.4478,4.276e-23,0.24,0.25,2246.8838,5,5,4,2,15,15,819,817
1,3436.46589,1.388e-23,0.24,0.25,2248.0632,4,5,4,2,15,15,819,817
1,3436.492438,7.315e-29,0.24,0.25,2927.0742,3,4,3,2,762,26,819,817
1,3436.528162,2.99e-29,0.48,0.281,4922.0884,4,4,3,2,762,26,819,817
1,3436.633801,3.874e-29,0.69,0.412,4027.8027,4,4,8,7,762,26,819,817
1,3436.643189,5.306e-28,0.62,0.371,4292.9106,4,4,3,2,762,26,819,817
1,3436.82418,3.272e-24,0.39,0.21,1962.5062,4,5,8,5,15,15,819,89
1,3436.847027,1.02e-29,0.24,0.25,4442.7114,3,4,3,2,762,26,819,817
1,3436.94048,1.033e-26,0.51,0.298,3565.0042,5,5,4,2,15,15,819,817
1,3436.968713,1.068e-29,0.67,0.371,4401.9419,3,4,6,6,762,26,778,817
1,3436.991172,1.544e-29,0.36,0.221,3244.5994,4,4,3,2,762,26,101,817
1,3437.04884,1.924e-26,0.39,0.265,2612.7991,5,5,4,2,15,15,819,817
1,3437.11022,3.094e-26,0.51,0.298,3564.7051,5,5,4,2,15,15,819,817
1,3437.300438,8.633e-27,0.62,0.371,2552.8796,4,5,4,2,762,15,819,817
1,3437.37485,1.029e-26,0.54,0.371,2733.9626,4,5,4,5,15,15,778,817
1,3437.392717,3.367e-27,0.62,0.371,2733.9626,4,4,3,2,762,26,819,817
1,3437.39982,3.046e-23,0.61,0.345,931.237,5,5,4,5,15,15,819,89
1,3437.402516,9.44e-27,0.36,0.221,3244.5994,4,5,4,2,762,15,101,817
1,3437.43689,1.251e-25,0.48,0.281,3441.0388,5,5,4,2,15,15,819,817
1,3437.43793,1.113e-26,0.24,0.25,2927.9399,4,5,4,2,15,15,819,817
1,3437.4785,3.828e-23,0.48,0.31,2144.0459,5,5,4,5,15,15,819,89
1,3437.502606,5.274e-29,0.67,0.391,3868.9868,4,4,3,2,762,26,819,817
1,3437.619197,1.318e-29,0.61,0.352,4658.9746,4,4,3,2,762,26,819,817
1,3437.73682,1.585e-26,0.24,0.25,3654.2136,5,5,4,2,15,15,819,817
1,3437.76877,2.808e-23,0.39,0.328,2105.8667,4,5,4,4,15,15,819,78
1,3437.77355,4.76e-26,0.24,0.25,3654.0479,5,5,4,2,15,15,819,817
1,3437.855983,1.298e-29,0.62,0.371,4490.064,4,4,3,2,762,26,819,817
1,3437.98798,3.627e-24,0.57,0.333,1050.1576,4,5,4,2,15,15,819,817
1,3438.04307,1.021e-24,0.26,0.265,1960.2061,4,5,3,6,15,15,778,817
1,3438.142102,1.132e-28,0.67,0.391,3977.4563,4,4,8,7,762,26,819,817
1,3438.16813,1.606e-26,0.39,0.265,2613.104,4,5,4,2,15,15,819,817
1,3438.19074,1.158e-22,0.62,0.433,757.7801,5,5,4,5,15,15,819,89
1,3438.22063,1.275e-23,0.48,0.281,2142.5967,5,5,4,2,15,15,819,817
1,3438.268591,3.144e-29,0.67,0.391,4468.6978,3,4,3,2,762,26,819,817
1,3438.280865,1.948e-28,0.39,0.281,3314.855,3,4,3,2,762,26,819,817
1,3438.296895,9.409e-29,0.67,0.391,4468.6934,4,4,3,2,762,26,819,817
1,3438.44832,6.172e-23,0.39,0.443,2124.95,4,5,4,4,15,15,819,78
1,3438.531011,1.192e-27,0.36,0.235,3266.5127,3,4,3,2,762,26,101,817
1,3438.58459,9.48e-24,0.36,0.161,2358.3005,4,5,4,5,15,15,101,89
1,3438.64109,2.816e-23,0.36,0.178,2358.2996,4,5,4,5,15,15,101,89
1,3438.68828,2.489e-26,0.48,0.281,3487.3982,5,5,4,2,15,15,819,817
1,3438.724315,3.402e-29,0.67,0.391,4345.5591,4,4,3,2,762,26,819,817
1,3438.75242,1.598e-23,0.62,0.371,756.7247,5,5,4,2,15,15,819,817
1,3438.763155,2.855e-29,0.68,0.371,4296.5635,4,4,5,6,762,26,778,817
1,3438.799033,1.359e-27,0.56,0.333,1411.6418,4,4,3,2,762,26,819,817
1,3438.931114,3.992e-29,0.62,0.371,4394.4644,4,4,3,2,762,26,819,817
1,3438.951307,3.571e-29,0.51,0.298,5171.0591,4,4,3,2,762,26,819,817
1,3438.986686,2.556e-29,0.48,0.281,5255.3457,4,4,3,2,762,26,819,817
1,3439.069908,1.675e-29,0.62,0.371,4387.2349,4,4,5,6,762,26,778,817
1,3439.12529,1.721e-28,0.7,0.371,4249.5244,4,4,5,6,762,26,778,817
1,3439.19494,1.255e-23,0.67,0.393,610.3411,5,5,8,6,15,15,819,89
1,3439.221624,1.009e-28,0.67,0.391,4345.272,4,4,3,2,762,26,819,817
1,3439.423458,2.811e-29,0.69,0.456,3833.5769,3,4,8,6,762,26,819,817
1,3439.5808,1.694e-23,0.62,0.321,757.7801,5,5,4,5,15,15,819,89
1,3439.58934,4.962e-26,0.48,0.281,2321.8118,4,5,4,2,15,15,819,817
1,3439.66856,1.993e-24,0.69,0.412,488.1342,5,5,4,2,15,15,819,817
1,3439.76425,8.916e-24,0.51,0.204,2254.2832,4,5,4,5,15,15,819,89
1,3439.76583,2.913e-24,0.51,0.298,2254.2839,4,5,4,2,15,15,819,817
1,3439.799302,8.263e-29,0.39,0.265,4967.4897,4,4,3,2,762,26,819,817
1,3439.8095,1.021e-28,0.51,0.298,4842.1304,4,4,3,2,762,26,819,817
1,3439.817255,2.929e-29,0.68,0.391,4049.5359,4,4,6,8,762,26,778,817
1,3439.825465,1.219e-28,0.71,0.48,3796.9817,3,4,3,2,762,26,819,817
1,3439.869132,2.786e-29,0.39,0.265,4966.6323,4,4,3,2,762,26,819,817
1,3439.89593,6.213e-24,0.57,0.333,1411.6418,4,5,4,2,15,15,819,817
1,3439.918054,1.505e-29,0.62,0.371,3873.7932,4,4,3,2,762,26,819,817
1,3439.934236,2.058e-27,0.61,0.371,1045.0577,5,4,3,2,762,26,819,817
1,3439.93773,3.518e-23,0.67,0.391,610.1144,5,5,4,2,15,15,819,817
1,3440.15443,1.973e-25,0.48,0.281,2321.905,4,5,4,2,15,15,819,817
1,3440.17152,6.293e-23,0.67,0.368,610.3411,4,5,4,4,15,15,819,78
1,3440.17533,4.524e-29,0.49,0.333,4062.8352,4,4,5,6,762,26,778,817
1,3440.3686,1.84e-26,0.67,0.391,2406.1431,5,5,4,2,15,15,819,817
1,3440.38926,1.993e-23,0.67,0.284,610.1144,5,5,4,5,15,15,819,89
1,3440.392036,3.183e-29,0.62,0.371,4292.9106,4,4,3,2,762,26,819,817
1,3440.497052,1.449e-29,0.67,0.391,4248.1523,4,4,3,2,762,26,819,817
1,3440.516291,1.321e-29,0.47,0.333,4062.8352,4,4,5,6,762,26,778,817
1,3440.521177,2.474e-29,0.39,0.265,5289.1509,3,4,3,2,762,26,819,817
1,3440.534853,3.575e-27,0.56,0.333,1789.0426,4,4,3,2,762,26,819,817
1,3440.535824,1.698e-26,0.56,0.333,1789.0426,4,5,4,2,762,16,819,817
1,3440.538457,2.834e-28,0.48,0.281,3650.5083,4,4,3,2,762,26,819,817
